process,software,data item,data model,data format specification
detailed design,,explicit geometry,,
detailed design,,object definitions,,
detailed design,,capp,,
detailed design,,cfd simulation data,,
detailed design,,live video,,
detailed design,,description,,
detailed design,,sysml model,,
detailed design,,implicit geometry,,
detailed design,,cfd code,,
detailed design,,video,,
detailed design,,tooling parts,,
detailed design,,audio,,
detailed design,,material,,
detailed design,,word doc,,
detailed design,,image,,
detailed design,,forms,,
detailed design,,animation,,
detailed design,,lexical data,,
detailed design,,design parts,,
detailed design,,taxonomy,,
detailed design,,bom,,
detailed design,,mind map,,
detailed design,,business logic,,
detailed design,,external web page,,
detailed design,,documents,,
detailed design,,babelnet,,
detailed design,,freebase,,
detailed design,,metadata,,
detailed design,,sweetwiki,,
detailed design,,cad representation,,
detailed design,,section description,,
detailed design,,process definitions,,
detailed design,,pdf files,,
detailed design,,,nasa taxonomy,
detailed design,,,orbital space environment domain ontology,
detailed design,,,sysml,
detailed design,,,mdax,
detailed design,,,sql,
detailed design,,,airspace system ontology,
detailed design,,,topic maps,
detailed design,,,yawl,
detailed design,,,serql,
detailed design,,,openvsp,
detailed design,,,vampzero,
detailed design,,,uml,
detailed design,,,addam,
detailed design,,,fortan,
detailed design,,,postgresql,
detailed design,,,kadmos,
detailed design,,,sparql,
detailed design,,,codex,
detailed design,,,bond graphs,
detailed design,,,vba,
detailed design,,,rds,
detailed design,,,xquery,
detailed design,,,sysml ,
detailed design,,,owl dl,
detailed design,,,owl-ql,
detailed design,,,express,
detailed design,,,cypher,
detailed design,,,cmdows,
detailed design,,,aerospace ontology,
detailed design,,,rvf,
detailed design,,,python,
detailed design,,,bfo,
detailed design,,,dtad,
detailed design,,,xml-schema-definition,
detailed design,,,wordnet,
detailed design,,,nosql,
detailed design,,,,dwf
detailed design,,,,csv
detailed design,,,,postscript
detailed design,,,,json
detailed design,,,,pdf
detailed design,,,,parasolid
detailed design,,,,igs
detailed design,,,,html
detailed design,,,,flash
detailed design,,,,vrml
detailed design,,,,step
detailed design,,,,mov
detailed design,,,,flat file
detailed design,,,,database
detailed design,,,,iges
detailed design,,,,acis
detailed design,,,,ms word
detailed design,,,,txt
detailed design,,,,add
detailed design,,,,owl
detailed design,,,,ms excel
detailed design,,,,png
detailed design,,,,dxf
detailed design,,,,cpacs
detailed design,,,,soap
detailed design,,,,ad_asm
detailed design,,,,rdf
detailed design,,,,jpeg
detailed design,,,,xml
detailed design,,,,stl
detailed design,,,,gif
detailed design,,,,mpeg
detailed design,,,,direct api
scheduling,cloud visualization,,,
scheduling,inverted index,,,
scheduling,tornado,,,
scheduling,learning tools,,,
scheduling,nextgen avionics systems,,,
scheduling,pest,,,
scheduling,eclipse plugin,,,
scheduling,syndeia,,,
scheduling,isight,,,
scheduling,surrogate model repository,,,
scheduling,solidedge,,,
scheduling,oracle server,,,
scheduling,wikipedia,,,
scheduling,triple store,,,
scheduling,modelcenter,,,
scheduling,catia,,,
scheduling,jade,,,
scheduling,reasoner,,,
scheduling,fortran application,,,
scheduling,product data management system,,,
scheduling,ceasiom,,,
scheduling,excel,,,
scheduling,file server,,,
scheduling,visualization package,,,
scheduling,openmdao,,,
scheduling,git,,,
scheduling,brics,,,
scheduling,tr,,,
scheduling,matlab,,,
scheduling,spss,,,
scheduling,web server,,,
scheduling,data mining,,,
scheduling,python application,,,
scheduling,express application,,,
scheduling,tigl,,,
scheduling,share point,,,
scheduling,aaa,,,
scheduling,optimus workflow management tool,,,
scheduling,outlook,,,
scheduling,api,,,
scheduling,tixi,,,
scheduling,sumo,,,
scheduling,rce,,,
scheduling,cad programming interface,,,
scheduling,java application,,,
scheduling, engineering java programming,,,
scheduling,access,,,
scheduling,flops,,,
scheduling,oracle,,,
scheduling,jupyter notebook,,,
scheduling,expert systems,,,
scheduling,multi-agent collaborative system,,,
scheduling,sas,,,
scheduling,eclipse,,,
scheduling,networkx,,,
scheduling,google,,,
scheduling,solidworks,,,
scheduling,workflow systems,,,
scheduling,ke-chain,,,
scheduling,word,,,
scheduling,brics technology,,,
scheduling,prado,,,
scheduling,protégé,,,
scheduling,optimus,,,
scheduling,web-based decision tool,,,
scheduling,,knowledge base,,
scheduling,,cad,,
scheduling,,word processor documents,,
scheduling,,system definition,,
scheduling,,difficulty,,
scheduling,,measurement data,,
scheduling,,knowledge graph,,
scheduling,,tools needed,,
scheduling,,manufacturing method,,
scheduling,,ontology,,
scheduling,,point clouds,,
scheduling,,quantity,,
scheduling,,images,,
scheduling,,explicit geometry,,
scheduling,,object definitions,,
scheduling,,capp,,
scheduling,,cfd simulation data,,
scheduling,,live video,,
scheduling,,description,,
scheduling,,sysml model,,
scheduling,,implicit geometry,,
scheduling,,cfd code,,
scheduling,,video,,
scheduling,,tooling parts,,
scheduling,,audio,,
scheduling,,material,,
scheduling,,word doc,,
scheduling,,image,,
scheduling,,forms,,
scheduling,,animation,,
scheduling,,lexical data,,
scheduling,,design parts,,
scheduling,,taxonomy,,
scheduling,,bom,,
scheduling,,mind map,,
scheduling,,business logic,,
scheduling,,external web page,,
scheduling,,documents,,
scheduling,,freebase,,
scheduling,,metadata,,
scheduling,,cad representation,,
scheduling,,section description,,
scheduling,,process definitions,,
scheduling,,pdf files,,
scheduling,,,nasa taxonomy,
scheduling,,,orbital space environment domain ontology,
scheduling,,,sysml,
scheduling,,,sql,
scheduling,,,airspace system ontology,
scheduling,,,topic maps,
scheduling,,,openvsp,
scheduling,,,vampzero,
scheduling,,,uml,
scheduling,,,addam,
scheduling,,,fortan,
scheduling,,,postgresql,
scheduling,,,sparql,
scheduling,,,codex,
scheduling,,,bond graphs,
scheduling,,,vba,
scheduling,,,rds,
scheduling,,,xquery,
scheduling,,,sysml ,
scheduling,,,owl dl,
scheduling,,,cco,
scheduling,,,owl-ql,
scheduling,,,express,
scheduling,,,cypher,
scheduling,,,cmdows,
scheduling,,,aerospace ontology,
scheduling,,,python,
scheduling,,,bfo,
scheduling,,,dtad,
scheduling,,,xml-schema-definition,
scheduling,,,wordnet,
scheduling,,,nosql,
scheduling,,,,csv
scheduling,,,,postscript
scheduling,,,,json
scheduling,,,,pdf
scheduling,,,,parasolid
scheduling,,,,igs
scheduling,,,,html
scheduling,,,,flash
scheduling,,,,vrml
scheduling,,,,step
scheduling,,,,flat file
scheduling,,,,database
scheduling,,,,iges
scheduling,,,,acis
scheduling,,,,ms word
scheduling,,,,txt
scheduling,,,,add
scheduling,,,,owl
scheduling,,,,ms excel
scheduling,,,,png
scheduling,,,,dxf
scheduling,,,,cpacs
scheduling,,,,soap
scheduling,,,,ad_asm
scheduling,,,,rdf
scheduling,,,,jpeg
scheduling,,,,xml
scheduling,,,,stl
scheduling,,,,gif
scheduling,,,,mpeg
scheduling,,,,direct api
development,cloud visualization,,,
development,cad representation vdsm,,,
development,inverted index,,,
development,tornado,,,
development,learning tools,,,
development,nextgen avionics systems,,,
development,pest,,,
development,cpacspy library,,,
development,eclipse plugin,,,
development,syndeia,,,
development,isight,,,
development,fsms,,,
development,surrogate model repository,,,
development,solidedge,,,
development,ideas,,,
development,oracle server,,,
development,wikipedia,,,
development,daedalus,,,
development,triple store,,,
development,modelcenter,,,
development,catia,,,
development,jade,,,
development,reasoner,,,
development,fortran application,,,
development,product data management system,,,
development,ceasiom,,,
development,imagenet,,,
development,excel,,,
development,file server,,,
development,visualization package,,,
development,openmdao,,,
development,git,,,
development,brics,,,
development,vivisimo,,,
development,tr,,,
development,matlab,,,
development,spss,,,
development,web server,,,
development,data mining,,,
development,whatsopt,,,
development,kaon,,,
development,janus,,,
development,python application,,,
development,express application,,,
development,hyper-pareto frontier visualization,,,
development,tigl,,,
development,qfview web interface,,,
development,saxon,,,
development,share point,,,
development,aaa,,,
development,optimus workflow management tool,,,
development,davetools,,,
development,outlook,,,
development,api,,,
development,ug,,,
development,tixi,,,
development,sumo,,,
development,rce,,,
development,cad programming interface,,,
development,pykechain,,,
development,semsearch,,,
development,java application,,,
development, engineering java programming,,,
development,access,,,
development,flops,,,
development,multilinq,,,
development,oracle,,,
development,jupyter notebook,,,
development,cfview,,,
