process,software,data item,data model,data format specification,data visualization,data validation,inference
manufacture,,,,rdf,,,
archive,,,,rdf,,,
plm,,,,rdf,,,
check,,,,rdf,,,
,api,,,rdf,,,
,excel,,,rdf,,,
,reasoner,,,rdf,,,
,tr,,,rdf,,,
,google,,,rdf,,,
,protégé,,,rdf,,,
,word,,,rdf,,,
,git,,,rdf,,,
,access,,,rdf,,,
,,documents,,rdf,,,
,,metadata,,rdf,,,
,,forms,,rdf,,,
,,cad,,rdf,,,
,,ontology,,rdf,,,
,,description,,rdf,,,
,,video,,rdf,,,
,,taxonomy,,rdf,,,
,,image,,rdf,,,
,,material,,rdf,,,
,,images,,rdf,,,
,,difficulty,,rdf,,,
,,quantity,,rdf,,,
,,,sql,rdf,,,
,,,sparql,rdf,,,
,,,wordnet,rdf,,,
,,,uml,rdf,,,
,,,python,rdf,,,
,,,sysml,rdf,,,
,,,express,rdf,,,
evaluation,,,,database,,,
detailed,,,,database,,,
crawling,,,,database,,,
solving,,,,database,,,
recycling,,,,database,,,
analyzing,,,,database,,,
scheduling,,,,database,,,
design,,,,database,,,
certification,,,,database,,,
acquisition,,,,database,,,
development,,,,database,,,
navigation,,,,database,,,
processing,,,,database,,,
reasoning,,,,database,,,
failure,,,,database,,,
dissemination,,,,database,,,
optimization,,,,database,,,
manufacturing,,,,database,,,
inference,,,,database,,,
alm,,,,database,,,
review,,,,database,,,
analysis,,,,database,,,
training,,,,database,,,
creation,,,,database,,,
manufacture,,,,database,,,
archive,,,,database,,,
plm,,,,database,,,
check,,,,database,,,
,sas,,,database,,,
,modelcenter,,,database,,,
,catia,,,database,,,
,ug,,,database,,,
,ideas,,,database,,,
,api,,,database,,,
,optimus,,,database,,,
,excel,,,database,,,
,reasoner,,,database,,,
,oracle,,,database,,,
,brics,,,database,,,
,wikipedia,,,database,,,
,tr,,,database,,,
,google,,,database,,,
,eclipse,,,database,,,
,protégé,,,database,,,
,rce,,,database,,,
,matlab,,,database,,,
,word,,,database,,,
,flops,,,database,,,
,aaa,,,database,,,
,isight,,,database,,,
,pest,,,database,,,
,git,,,database,,,
,solidworks,,,database,,,
,access,,,database,,,
,prado,,,database,,,
,outlook,,,database,,,
,,audio,,database,,,
,,animation,,database,,,
,,documents,,database,,,
,,metadata,,database,,,
,,forms,,database,,,
,,cad,,database,,,
,,bom,,database,,,
,,ontology,,database,,,
,,assemblies,,database,,,
,,description,,database,,,
,,video,,database,,,
,,taxonomy,,database,,,
,,image,,database,,,
,,material,,database,,,
,,images,,database,,,
,,difficulty,,database,,,
,,quantity,,database,,,
,,,sql,database,,,
,,,rds,database,,,
,,,sparql,database,,,
,,,wordnet,database,,,
,,,uml,database,,,
,,,python,database,,,
,,,vba,database,,,
,,,cco,database,,,
,,,sysml,database,,,
,,,express,database,,,
,,,openvsp,database,,,
evaluation,,,,iges,,,
detailed,,,,iges,,,
design,,,,iges,,,
development,,,,iges,,,
review,,,,iges,,,
analysis,,,,iges,,,
creation,,,,iges,,,
check,,,,iges,,,
,catia,,,iges,,,
,api,,,iges,,,
,rce,,,iges,,,
,access,,,iges,,,
,,cad,,iges,,,
evaluation,,,,cpacs,,,
detailed,,,,cpacs,,,
design,,,,cpacs,,,
development,,,,cpacs,,,
processing,,,,cpacs,,,
optimization,,,,cpacs,,,
review,,,,cpacs,,,
analysis,,,,cpacs,,,
training,,,,cpacs,,,
check,,,,cpacs,,,
,rce,,,cpacs,,,
,access,,,cpacs,,,
,,description,,cpacs,,,
,,material,,cpacs,,,
,,,python,cpacs,,,
evaluation,,,,mov,,,
detailed,,,,mov,,,
design,,,,mov,,,
acquisition,,,,mov,,,
development,,,,mov,,,
navigation,,,,mov,,,
processing,,,,mov,,,
reasoning,,,,mov,,,
optimization,,,,mov,,,
manufacturing,,,,mov,,,
inference,,,,mov,,,
review,,,,mov,,,
analysis,,,,mov,,,
training,,,,mov,,,
creation,,,,mov,,,
manufacture,,,,mov,,,
plm,,,,mov,,,
check,,,,mov,,,
,api,,,mov,,,
,excel,,,mov,,,
,wikipedia,,,mov,,,
,eclipse,,,mov,,,
,matlab,,,mov,,,
,word,,,mov,,,
,access,,,mov,,,
,outlook,,,mov,,,
,,audio,,mov,,,
,,animation,,mov,,,
,,forms,,mov,,,
,,cad,,mov,,,
,,bom,,mov,,,
,,ontology,,mov,,,
,,assemblies,,mov,,,
,,description,,mov,,,
,,video,,mov,,,
,,taxonomy,,mov,,,
,,image,,mov,,,
,,material,,mov,,,
,,images,,mov,,,
,,difficulty,,mov,,,
,,,express,mov,,,
evaluation,,,,add,,,
detailed,,,,add,,,
crawling,,,,add,,,
solving,,,,add,,,
recycling,,,,add,,,
analyzing,,,,add,,,
scheduling,,,,add,,,
design,,,,add,,,
certification,,,,add,,,
acquisition,,,,add,,,
development,,,,add,,,
navigation,,,,add,,,
processing,,,,add,,,
reasoning,,,,add,,,
failure,,,,add,,,
dissemination,,,,add,,,
optimization,,,,add,,,
manufacturing,,,,add,,,
inference,,,,add,,,
alm,,,,add,,,
review,,,,add,,,
analysis,,,,add,,,
training,,,,add,,,
creation,,,,add,,,
manufacture,,,,add,,,
archive,,,,add,,,
plm,,,,add,,,
check,,,,add,,,
,sas,,,add,,,
,modelcenter,,,add,,,
,catia,,,add,,,
,ug,,,add,,,
,ideas,,,add,,,
,api,,,add,,,
,optimus,,,add,,,
,excel,,,add,,,
,reasoner,,,add,,,
,oracle,,,add,,,
,wikipedia,,,add,,,
,tr,,,add,,,
,google,,,add,,,
,eclipse,,,add,,,
,protégé,,,add,,,
,rce,,,add,,,
,matlab,,,add,,,
,word,,,add,,,
,flops,,,add,,,
,aaa,,,add,,,
,isight,,,add,,,
,pest,,,add,,,
,git,,,add,,,
,solidworks,,,add,,,
,access,,,add,,,
,prado,,,add,,,
,outlook,,,add,,,
,,audio,,add,,,
,,animation,,add,,,
,,documents,,add,,,
,,metadata,,add,,,
,,forms,,add,,,
,,cad,,add,,,
,,bom,,add,,,
,,ontology,,add,,,
,,assemblies,,add,,,
,,description,,add,,,
,,video,,add,,,
,,taxonomy,,add,,,
,,image,,add,,,
,,material,,add,,,
,,images,,add,,,
,,difficulty,,add,,,
,,quantity,,add,,,
,,,sql,add,,,
,,,rds,add,,,
,,,sparql,add,,,
,,,wordnet,add,,,
,,,uml,add,,,
,,,python,add,,,
,,,vba,add,,,
,,,cco,add,,,
,,,sysml,add,,,
,,,express,add,,,
,,,openvsp,add,,,
evaluation,,,,tiff,,,
design,,,,tiff,,,
development,,,,tiff,,,
navigation,,,,tiff,,,
processing,,,,tiff,,,
reasoning,,,,tiff,,,
optimization,,,,tiff,,,
manufacturing,,,,tiff,,,
inference,,,,tiff,,,
review,,,,tiff,,,
analysis,,,,tiff,,,
training,,,,tiff,,,
creation,,,,tiff,,,
manufacture,,,,tiff,,,
check,,,,tiff,,,
,excel,,,tiff,,,
,wikipedia,,,tiff,,,
,word,,,tiff,,,
,access,,,tiff,,,
,,audio,,tiff,,,
,,animation,,tiff,,,
,,forms,,tiff,,,
,,cad,,tiff,,,
,,bom,,tiff,,,
,,ontology,,tiff,,,
,,assemblies,,tiff,,,
,,description,,tiff,,,
,,video,,tiff,,,
,,taxonomy,,tiff,,,
,,image,,tiff,,,
,,material,,tiff,,,
,,images,,tiff,,,
,,difficulty,,tiff,,,
,,,express,tiff,,,
evaluation,,,,csv,,,
detailed,,,,csv,,,
scheduling,,,,csv,,,
design,,,,csv,,,
certification,,,,csv,,,
acquisition,,,,csv,,,
development,,,,csv,,,
navigation,,,,csv,,,
processing,,,,csv,,,
review,,,,csv,,,
analysis,,,,csv,,,
check,,,,csv,,,
,excel,,,csv,,,
,word,,,csv,,,
,access,,,csv,,,
,,description,,csv,,,
,,material,,csv,,,
,,,uml,csv,,,
,,,sysml,csv,,,
,,,express,csv,,,
evaluation,,,,wav,,,
design,,,,wav,,,
development,,,,wav,,,
navigation,,,,wav,,,
processing,,,,wav,,,
reasoning,,,,wav,,,
optimization,,,,wav,,,
manufacturing,,,,wav,,,
inference,,,,wav,,,
review,,,,wav,,,
analysis,,,,wav,,,
training,,,,wav,,,
creation,,,,wav,,,
manufacture,,,,wav,,,
check,,,,wav,,,
,excel,,,wav,,,
,wikipedia,,,wav,,,
,word,,,wav,,,
,access,,,wav,,,
,,audio,,wav,,,
,,animation,,wav,,,
,,forms,,wav,,,
,,cad,,wav,,,
,,bom,,wav,,,
,,ontology,,wav,,,
,,assemblies,,wav,,,
,,description,,wav,,,
,,video,,wav,,,
,,taxonomy,,wav,,,
,,image,,wav,,,
,,material,,wav,,,
,,images,,wav,,,
,,difficulty,,wav,,,
,,,express,wav,,,
evaluation,,,,xml,,,
detailed,,,,xml,,,
crawling,,,,xml,,,
solving,,,,xml,,,
analyzing,,,,xml,,,
scheduling,,,,xml,,,
design,,,,xml,,,
certification,,,,xml,,,
acquisition,,,,xml,,,
development,,,,xml,,,
navigation,,,,xml,,,
processing,,,,xml,,,
reasoning,,,,xml,,,
failure,,,,xml,,,
dissemination,,,,xml,,,
optimization,,,,xml,,,
manufacturing,,,,xml,,,
inference,,,,xml,,,
alm,,,,xml,,,
review,,,,xml,,,
analysis,,,,xml,,,
training,,,,xml,,,
creation,,,,xml,,,
manufacture,,,,xml,,,
archive,,,,xml,,,
plm,,,,xml,,,
check,,,,xml,,,
,modelcenter,,,xml,,,
,catia,,,xml,,,
,ug,,,xml,,,
,ideas,,,xml,,,
,api,,,xml,,,
,optimus,,,xml,,,
,excel,,,xml,,,
,reasoner,,,xml,,,
,oracle,,,xml,,,
,brics,,,xml,,,
,wikipedia,,,xml,,,
,tr,,,xml,,,
,google,,,xml,,,
,eclipse,,,xml,,,
,protégé,,,xml,,,
,rce,,,xml,,,
,matlab,,,xml,,,
,word,,,xml,,,
,aaa,,,xml,,,
,isight,,,xml,,,
,pest,,,xml,,,
,git,,,xml,,,
,solidworks,,,xml,,,
,access,,,xml,,,
,prado,,,xml,,,
,outlook,,,xml,,,
,,audio,,xml,,,
,,animation,,xml,,,
,,documents,,xml,,,
,,metadata,,xml,,,
,,forms,,xml,,,
,,cad,,xml,,,
,,bom,,xml,,,
,,ontology,,xml,,,
,,assemblies,,xml,,,
,,description,,xml,,,
,,video,,xml,,,
,,taxonomy,,xml,,,
,,image,,xml,,,
,,material,,xml,,,
,,images,,xml,,,
,,difficulty,,xml,,,
,,quantity,,xml,,,
,,,sql,xml,,,
,,,sparql,xml,,,
,,,wordnet,xml,,,
,,,uml,xml,,,
,,,python,xml,,,
,,,vba,xml,,,
,,,sysml,xml,,,
,,,express,xml,,,
,,,openvsp,xml,,,
