;system design;concept design;knowledge engineering;system integration;product design;knowledge management;product support;decision support;link analysis;detailed design;test report;information search;feature processing;resource description;system specification;product data management;knowledge capture;access product design data;system identification;engine analysis;configuration management;data validation;information classification;data storage;knowledge base building;semantic representation;knowledge classification;knowledge storage;project planning;business process integration;failure management;preliminary design;data visualization;information sharing;ground test;calculation report;design space visualization;mission analysis;life cycle simulation;flight test;product verification;knowledge exploration;knowledge discovery;customer service;general assembly;context inference;ontology modeling;conceptual modelling;workflow management;flight test report;system synthesis;multidisciplinary modeling;express ontology;knowledge based engineering;information push;enterprise resource planning;disciplinary analysis;descriptive information generation;physical sensing;ontological engineering;information clustering;automated reasoning;structural solver;manufacturing preparation;problem solving;multimedia document processing;terminology recognition;nation decision;design blueprint;tooling development;share documents;mdo process formulation;generate fem model;semantic lexicon;design concepts formalization;airworthiness test;interest profiling;activity profiling;system architecting;wf execution;convert file formats;accessory manufacture;managing project files;digital mockup;identify different tooling types;engine accessory purchase;semantic information transferring;issue tc pc ac certification;software interlinking;wide body transports;knowlege graph construction;pattern analyis;knowledge systematisation;processe data;product data management system;share point;express application;expert systems;web server;file server;java application;workflow systems;data mining;visualization package;engineering java programming;python application;learning tools;cloud visualization;cad programming interface;triple store;fortran application;oracle server;surrogate model repository;eclipse plugin;inverted index;optimus workflow management tool;brics technology;nextgen avionics systems;vampzero element;jupyter notebook;gkn fokker;electronic bulletin boards;nasa ames function table processor scripts;knowledge mangement tool;cad representation vdsm;software interlinking tools;cpacspy library;qfview web interface;swf software package rce;knowledge base;system definition;section description;measurement data;manufacturing method;external web page;cad representation;mind map;explicit geometry;live video;cfd simulation data;cfd code;implicit geometry;design parts;sysml model;word doc;lexical data;process definitions;object definitions;point clouds;tooling parts;pdf files;word processor documents;tools needed;formatted documents;direct api;ms word;flat file;ms excel;owl dl;topic maps;aerospace ontology;nasa taxonomy;orbital space environment domain ontology;airspace system ontology;bond graphs
Kiljander et al. - 2012 - Enabling semantic technology empowered smart space;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;2984;0;0;15961;0;0;-1;1693;0;-1;0;-1;0;0;0;0;0;0;0;0;0;25376;0;0;0;0;0;0;-1;0;0;-1;-1;0;-1;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2659;-1;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;3404;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;30599;8172;0;0;0;0;0;0;0;0;0;0;-1;0
Tundis et al. - 2017 - Model-based dependability analysis of physical sys;0;0;1256;0;0;0;0;1590;0;0;1084;0;0;0;0;6270;0;7564;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;2626;-1;0;-1;-1;0;0;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;1682;0;-1;0;-1;-1;0;0;0;0;0;0;-1;0;-1;0;0;0;-1;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;3364;0;0;0;0;0;0;0;1560;0;0;0;0;0;0;0;0;-1;0
Heyward und Gott - 2004 - Lewis' Educational and Research Collaborative Inte;0;0;0;0;0;0;0;0;0;0;0;0;1061;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;3695;0;0;0;14927;0;0;0;-1;246823;-1;0;0;-1;-1;0;2464;39402;-1;-1;15338;-1;-1;0;0;0;0;45034;0;0;0;0;0;-1;10358;0;-1;-1;-1;-1;0;167809;0;-1;0;0;9068;-1;-1;0;-1;10947;0;-1;-1;0;0;0;0;0;0;0;0;0;0;39715;0;-1;0;0;3441;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;1677;0;-1;0;0;1182;0;-1;0;0;37669;0;21611;0;0;0;0;0;0;-1;0;0;-1;0
Chihani et al. - 2012 - Enhancing existing communication services with con;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;-1;0;0;0;0;1039;0;0;0;0;0;0;0;0;0;0;1545;-1;0;0;0;0;0;0;37967;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;-1;0;0;0;1175;0;0;0;0;0;20608;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;-1;0;0;-1;-1;0;-1;-1;-1;0;0;0;2627;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;7211;-1;0;0;0;0;0;0;0;0;0;0;0
Zhang und Roy - 2019 - A semantics-based dispatching rule selection appro;0;0;0;0;0;0;0;0;4281;0;7524;0;0;0;0;0;0;0;0;0;1642;-1;0;0;0;0;-1;0;3261;0;0;-1;0;0;0;39071;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;2216;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;-1;0;-1;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;65859;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Gesun et al. - 2021 - A scoping literature review of engineering thrivin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30576;0;32483;0;0;0;6871;0;-1;-1;0;0;-1;0;0;9292;0;0;0;5538;0;0;0;44127;-1;0;0;-1;0;0;0;-1;0;-1;-1;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;-1;0;-1;0;0;0;0;-1;0;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;8790;0;0;0;-1;0;0;16292;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;13578;-1;0;0;0;0;0;0;0;0;0;-1;0
Tusch et al. - 2008 - Context-aware UPnP-AV services for adaptive home m;0;0;0;0;0;0;0;0;0;0;7927;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;10627;0;0;0;0;0;0;0;0;25222;0;0;-1;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;3377;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0
Crawford - 2021 - A progressive learning framework, leveraging machi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1258;0;0;0;0;0;0;0;0;0;0;1579;0;0;0;0;0;0;4956;0;0;2005;3416;0;0;0;0;0;0;-1;149089;0;64549;2390;-1;-1;0;0;102664;-1;11264;0;-1;0;0;0;0;0;9657;0;0;0;0;6925;-1;14624;0;-1;-1;-1;-1;0;170233;0;-1;0;-1;10723;-1;0;23804;-1;-1;-1;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;3112;0;0;52810;0;0;3249;0;-1;0;0;0;0;2704;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0
Siegel und Nawrocki - 2002 - Interactive Electronic Technical Manuals (IETMs) ;0;0;2173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14077;3488;0;0;1560;0;1032;0;0;0;0;0;0;0;0;28246;0;0;25257;-1;0;6181;0;0;0;-1;-1;-1;-1;-1;0;-1;-1;2173;0;7541;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;-1;-1;-1;-1;0;-1;0;-1;0;0;-1;-1;0;-1;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;5149;0;0;0;0;0;0;0;-1;0;51750;0;-1;0;0;-1;0;-1;-1;0;-1;0;2480;0;0;0;0;0;0;0;0;0;-1;0
Chen et al. - 2018 - Modeling and Simulation-based Development of Auton;0;0;0;0;0;0;0;42406;2143;0;4342;0;0;0;0;0;0;10039;0;0;31599;0;-1;-1;0;0;-1;0;0;0;0;-1;0;0;2968;16685;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;5455;-1;-1;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;-1;0;-1;0;-1;-1;-1;0;0;-1;-1;-1;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;714213;0;0;0;0;0;0;0;0;0;-1;0
Ríos et al. - 2020 - Enabling the digital twin a review of the modelli;0;0;0;0;0;0;0;3078;4668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;8463;0;0;0;2897;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;3632;0;0;-1;0;-1;8163;-1;0;0;3197;0;0;0;-1;-1;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;-1;-1;-1;0;-1;0;-1;0;0;0;-1;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;3028;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;11754;0;0;0;0;0;0;0;0;0;0;-1;0
Eickhoff - 2009 - Simulation Tools in a System Engineering Infrastru;0;0;0;0;0;0;0;-1;7597;0;0;-1;0;0;0;0;0;3214;0;0;0;0;-1;0;0;0;-1;0;0;0;0;-1;0;0;0;0;2768;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;-1;-1;0;0;-1;0;0;0;-1;-1;-1;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;0;-1;0;0;0;0;-1;0;0;0;-1;-1;0;0;0;0;0;0;3421;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;2844;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Kibret - 2019 - A Formal Systems Engineering Methodology for Cyber;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;11347;0;0;-1;0;0;12122;0;0;1856;0;-1;0;5621;0;0;0;4029;0;0;0;0;-1;0;9263;4991;0;0;0;0;0;-1;-1;0;-1;0;0;0;-1;0;38327;0;0;0;0;0;0;0;-1;0;-1;0;-1;6325;-1;0;0;0;-1;-1;-1;0;-1;0;0;0;0;-1;-1;0;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;6228;0;0;-1;0;0;0;0;0;0;0;0;2181;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0
嶋津 - 2013 - Development of a new method for generating rationa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4521;0;0;0;3460;0;-1;1914;0;2486;-1;0;0;9362;-1;0;0;2248;0;0;0;0;31980;0;0;-1;0;0;-1;-1;8694;-1;38269;0;3402;-1;0;0;5156;0;27543;-1;0;0;0;0;0;0;15315;0;0;0;-1;0;-1;-1;0;0;0;-1;-1;0;-1;0;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;9423;0;0;1720;0;0;0;0;0;0;0;0;-1;0;0;0;-1;1079;-1;0;0;0;0;0;0;0;0;0;-1;0
Hoag - 2014 - A Declarative Design Approach to Modeling Traditio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2236;0;0;0;0;22867;0;1256;0;19945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3053;0;0;0;0;0;0;0;0;0;8349;0;1025;12534;0;0;0;-1;-1;0;0;0;0;-1;0;0;-1;-1;10829;3123;11179;0;-1;-1;-1;-1;0;38798;0;-1;0;-1;-1;-1;0;-1;2042;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;-1;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;4093;0;0;0;0;0;1851;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;189005;0
McNelley - 2004 - Department of Mechanical and Astronautical Enginee;0;0;0;0;0;0;0;0;0;4538;0;0;0;0;-1;0;0;-1;0;0;0;2853;-1;1774;6753;0;-1;0;0;0;0;0;0;0;0;1788;0;0;5233;0;0;0;0;0;0;0;-1;0;-1;0;1408;0;0;2718;0;-1;0;0;0;-1;-1;0;0;0;0;0;0;1013;0;0;0;-1;-1;0;0;-1;-1;0;0;-1;0;-1;0;0;0;-1;0;0;-1;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;3391;0;0;0;0;0;0;0;-1;0;-1;-1;0;-1;1366;-1;0;0;0;0;0;0;0;0;0;0;0
Holmstedt - 2014 - Model-checked Space Plug-and-Play Architecture Loc;0;0;0;0;0;0;25582;-1;4648;0;0;0;0;0;0;0;0;1483;0;0;0;0;-1;-1;0;0;-1;0;0;0;-1;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0
Tapia - 2023 - A Conceptual Mission Engineering Framework for Eva;0;0;0;0;0;0;0;0;0;1091;7894;0;0;0;0;2397;0;3583;0;0;0;0;-1;0;-1;0;-1;0;0;0;8271;-1;0;0;0;9998;0;0;0;0;0;0;0;0;-1;22543;0;0;4446;7894;0;-1;17787;0;0;23640;0;0;0;-1;0;0;0;0;0;0;-1;0;0;-1;-1;-1;-1;0;-1;-1;0;0;0;-1;0;-1;0;-1;0;-1;0;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;18241;-1;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;1227;-1;0;0;0;0;0;0;0;0;0;-1;0
Hinduja und Li - 2013 - Manufacturing Systems Management and Automation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;14794;0;0;-1;0;0;-1;0;0;0;1030;10572;0;0;0;1354;0;0;0;0;0;24484;-1;0;0;67300;-1;0;-1;-1;-1;-1;-1;0;0;0;-1;0;0;-1;-1;0;0;0;0;-1;0;0;0;-1;0;0;-1;0;-1;0;0;0;0;-1;0;-1;0;0;-1;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;16294;0;0;0;6613;0;0;-1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Chivukula et al. - 2011 - Eucalyptus Cloud to Remotely Provision e-Governanc;0;0;0;0;0;0;0;0;5850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5137;0;2788;0;1437;0;0;-1;0;0;0;0;0;0;10390;-1;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;1702;0;3979;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;-1;0;-1;0;0;0;-1;0;-1;-1;-1;0;11372;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;-1;0;0;-1;0
Touchton - 2006 - An adaptive planning framework for situation asses;0;0;0;0;0;0;0;0;4273;0;0;0;0;0;0;0;0;11230;0;0;1700;0;0;0;1568;0;0;0;0;0;20584;0;0;0;0;0;0;0;117150;-1;0;0;0;0;0;0;0;0;-1;-1;0;-1;23313;0;0;-1;-1;-1;25624;-1;0;0;0;0;0;0;0;0;-1;-1;20843;-1;0;0;-1;-1;-1;-1;0;0;0;-1;0;0;0;-1;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;3845;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;8647;0;0;36886;0;-1;0;0;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;1466;0;0;0;-1;0
TO - 1990 - Statement of Capabilities;0;0;0;0;0;0;0;0;1982;0;0;0;0;0;0;0;0;3251;0;0;0;0;3272;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;2759;-1;0;-1;0;0;-1;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;-1;0;0;-1;0;0;-1;-1;-1;0;-1;0;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;4139;0;3893;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;30089;0;0;24035;-1;0;0;0;0;0;0;0;0;0;0;0;33119;0;0;0;0;0;0;0;0;0;0;0;-1;0
Herbst - 2018 - Development of an aircraft design environment usin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1537;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;1339;1391;0;0;0;0;0;0;0;0;0;-1;0;0;0;2594;0;0;8380;0;0;-1;0;47374;-1;-1;8359;0;0;0;0;-1;0;0;0;-1;0;-1;-1;0;-1;-1;-1;-1;0;54218;0;-1;0;-1;-1;-1;0;25805;-1;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2462;0;-1;0;0;0;0;0;0;0;0;-1;-1;0;0;0;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;4508;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1869;0;0;0;0;0;16668;0;-1;0
Wang et al. - 2021 - Functional brain network analysis of knowledge tra;0;0;0;0;0;0;3767;0;-1;0;0;0;0;0;0;0;0;2278;0;0;0;0;0;0;0;0;0;0;0;0;0;2618;0;0;0;0;0;0;-1;-1;0;0;-1;0;0;-1;-1;0;-1;-1;3163;-1;0;0;0;-1;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;16367;0;-1;0;-1;-1;0;-1;0;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;2875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Janrathitikarn - 2007 - THE USE OF A COGNITIVE ARCHITECTURE;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;4844;0;0;91923;0;-1;0;2075;0;0;0;0;0;29033;-1;0;0;0;0;0;0;27317;0;0;0;-1;0;0;-1;-1;0;-1;38101;-1;-1;-1;0;0;-1;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;50215;0;0;0;-1;-1;-1;0;0;-1;0;-1;0;0;0;-1;0;-1;-1;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;2342;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;11024;117209;0;0;0;0;0;0;0;0;0;0;-1;0
Castellini et al. - 2014 - Proceedings of the first workshop on peripheral ma;0;0;6182;0;0;0;5786;0;1060;0;3106;0;0;0;0;0;0;4306;0;0;0;0;0;-1;10843;0;0;0;-1;0;-1;0;0;0;0;0;0;0;32750;-1;0;0;0;0;0;0;-1;0;-1;-1;-1;76523;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;-1;-1;0;-1;0;-1;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;1176;0;0;0;0;0;0;27309;0;0;0;-1;0
Cutler - 2005 - A framework for recovery-oriented, COTS-based grou;0;0;0;0;0;0;0;0;0;1963;0;0;0;0;0;0;0;0;-1;0;0;1152;-1;0;2327;0;-1;0;0;0;0;-1;0;0;0;12628;0;0;128454;0;0;0;0;0;0;26978;-1;0;-1;1918;-1;-1;0;0;0;6636;-1;-1;12856;-1;0;0;0;0;0;-1;0;0;0;-1;21816;0;-1;0;-1;-1;-1;0;0;-1;0;-1;0;0;-1;-1;0;-1;-1;-1;0;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;33086;-1;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;1146;0;0;0;14252;0;0;-1;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0
Fioriti et al. - 2018 - Studies on propulsion and on-board systems matchin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28427;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Pastor-Escuredo und del Álamo - 2020 - How computation is helping unravel the dynamics of;0;0;9280;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;40838;0;2415;0;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;0;2662;-1;0;-1;-1;-1;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;3263;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Liu et al. - 2018 - Sustainable infrastructure design framework throug;0;0;0;0;0;0;0;0;0;0;4326;0;0;0;0;0;0;2590;0;0;-1;0;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;1583;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;0;0;-1;-1;0;-1;0;-1;0;0;0;0;0;-1;0;0;0;-1;0;0;-1;0;0;-1;-1;0;0;-1;0;0;0;0;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Sarin et al. - 2008 - On the design and exploitation of user's personal ;0;0;16126;0;0;0;0;0;0;1050;0;0;0;0;-1;1176;0;1981;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;56107;0;0;0;0;0;0;0;-1;-1;-1;0;-1;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;-1;0;0;0;-1;0;-1;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;24933;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0
Wang et al. - 2014 - BIM based virtual environment for fire emergency e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
