process,software,data item,data model,data format specification
information sharing,,,,rdf
evaluation,express application,,,
evaluation,isight,,,
evaluation,ug,,,
evaluation,git,,,
evaluation,aaa,,,
evaluation,web server,,,
evaluation,fortran application,,,
evaluation,matlab,,,
evaluation,multi-agent collaborative system,,,
evaluation,triple store,,,
evaluation,ideas,,,
evaluation,api,,,
evaluation,google,,,
evaluation,pest,,,
evaluation,web-based decision tool,,,
evaluation,java application,,,
evaluation,catia,,,
evaluation,learning tools,,,
evaluation,file server,,,
evaluation,tr,,,
evaluation,optimus,,,
evaluation,prado,,,
evaluation,product data management system,,,
evaluation,protégé,,,
evaluation,excel,,,
evaluation,share point,,,
evaluation,eclipse,,,
evaluation,sas,,,
evaluation,solidworks,,,
evaluation, engineering java programming,,,
evaluation,outlook,,,
evaluation,access,,,
evaluation,visualization package,,,
evaluation,wikipedia,,,
evaluation,ke-chain,,,
evaluation,expert systems,,,
evaluation,rce,,,
evaluation,python application,,,
evaluation,flops,,,
evaluation,workflow systems,,,
evaluation,data mining,,,
evaluation,word,,,
evaluation,cloud visualization,,,
evaluation,modelcenter,,,
evaluation,cad programming interface,,,
evaluation,,forms,,
evaluation,,audio,,
evaluation,,live video,,
evaluation,,quantity,,
evaluation,,tools needed,,
evaluation,,sysml model,,
evaluation,,business logic,,
evaluation,,system definition,,
evaluation,,material,,
evaluation,,external web page,,
evaluation,,tooling parts,,
evaluation,,measurement data,,
evaluation,,design parts,,
evaluation,,description,,
evaluation,,object definitions,,
evaluation,,documents,,
evaluation,,taxonomy,,
evaluation,,bom,,
evaluation,,implicit geometry,,
evaluation,,explicit geometry,,
evaluation,,metadata,,
evaluation,,ontology,,
evaluation,,section description,,
evaluation,,process definitions,,
evaluation,,manufacturing method,,
evaluation,,knowledge base,,
evaluation,,word doc,,
evaluation,,cad,,
evaluation,,animation,,
evaluation,,cad representation,,
evaluation,,cfd simulation data,,
evaluation,,images,,
evaluation,,image,,
evaluation,,difficulty,,
evaluation,,knowledge graph,,
evaluation,,assemblies,,
evaluation,,cfd code,,
evaluation,,video,,
evaluation,,mind map,,
evaluation,,,aerospace ontology,
evaluation,,,owl dl,
evaluation,,,uml,
evaluation,,,sysml ,
evaluation,,,topic maps,
evaluation,,,sql,
evaluation,,,xml-schema-definition,
evaluation,,,rds,
evaluation,,,nasa taxonomy,
evaluation,,,wordnet,
evaluation,,,python,
evaluation,,,sysml,
evaluation,,,sparql,
evaluation,,,cco,
evaluation,,,openvsp,
evaluation,,,express,
evaluation,,,vba,
evaluation,,,,igs
evaluation,,,,mov
evaluation,,,,cpacs
evaluation,,,,ad_asm
evaluation,,,,direct api
evaluation,,,,database
evaluation,,,,wav
evaluation,,,,ms excel
evaluation,,,,stl
evaluation,,,,json
evaluation,,,,iges
evaluation,,,,xml
evaluation,,,,step
evaluation,,,,pdf
evaluation,,,,vrml
evaluation,,,,html
evaluation,,,,owl
evaluation,,,,add
evaluation,,,,flat file
evaluation,,,,ms word
evaluation,,,,tiff
evaluation,,,,rdf
evaluation,,,,csv
manufacturing,express application,,,
manufacturing,brics,,,
manufacturing,ug,,,
manufacturing,git,,,
manufacturing,aaa,,,
manufacturing,web server,,,
manufacturing,fortran application,,,
manufacturing,matlab,,,
manufacturing,multi-agent collaborative system,,,
manufacturing,triple store,,,
manufacturing,ideas,,,
manufacturing,api,,,
manufacturing,google,,,
manufacturing,pest,,,
manufacturing,web-based decision tool,,,
manufacturing,java application,,,
manufacturing,catia,,,
manufacturing,learning tools,,,
manufacturing,file server,,,
manufacturing,tr,,,
manufacturing,product data management system,,,
manufacturing,protégé,,,
manufacturing,excel,,,
manufacturing,share point,,,
manufacturing,eclipse,,,
manufacturing,brics technology,,,
manufacturing,solidworks,,,
manufacturing, engineering java programming,,,
manufacturing,outlook,,,
manufacturing,access,,,
manufacturing,visualization package,,,
manufacturing,wikipedia,,,
manufacturing,ke-chain,,,
manufacturing,expert systems,,,
manufacturing,rce,,,
manufacturing,python application,,,
manufacturing,workflow systems,,,
manufacturing,data mining,,,
manufacturing,word,,,
manufacturing,cloud visualization,,,
manufacturing,cad programming interface,,,
manufacturing,,forms,,
manufacturing,,audio,,
manufacturing,,live video,,
manufacturing,,quantity,,
manufacturing,,tools needed,,
manufacturing,,sysml model,,
manufacturing,,business logic,,
manufacturing,,system definition,,
manufacturing,,material,,
manufacturing,,external web page,,
manufacturing,,tooling parts,,
manufacturing,,measurement data,,
manufacturing,,design parts,,
manufacturing,,description,,
manufacturing,,object definitions,,
manufacturing,,documents,,
manufacturing,,taxonomy,,
manufacturing,,bom,,
manufacturing,,implicit geometry,,
manufacturing,,explicit geometry,,
manufacturing,,metadata,,
manufacturing,,ontology,,
manufacturing,,section description,,
manufacturing,,process definitions,,
manufacturing,,manufacturing method,,
manufacturing,,knowledge base,,
manufacturing,,word doc,,
manufacturing,,cad,,
manufacturing,,animation,,
manufacturing,,cad representation,,
manufacturing,,cfd simulation data,,
manufacturing,,images,,
manufacturing,,image,,
manufacturing,,difficulty,,
manufacturing,,knowledge graph,,
manufacturing,,assemblies,,
manufacturing,,cfd code,,
manufacturing,,video,,
manufacturing,,mind map,,
manufacturing,,,aerospace ontology,
manufacturing,,,owl dl,
manufacturing,,,uml,
manufacturing,,,sysml ,
manufacturing,,,topic maps,
manufacturing,,,sql,
manufacturing,,,xml-schema-definition,
manufacturing,,,rds,
manufacturing,,,nasa taxonomy,
manufacturing,,,python,
manufacturing,,,sysml,
manufacturing,,,sparql,
manufacturing,,,express,
manufacturing,,,vba,
manufacturing,,,,igs
manufacturing,,,,mov
manufacturing,,,,ad_asm
manufacturing,,,,direct api
manufacturing,,,,database
manufacturing,,,,wav
manufacturing,,,,ms excel
manufacturing,,,,stl
manufacturing,,,,json
manufacturing,,,,xml
manufacturing,,,,step
manufacturing,,,,pdf
manufacturing,,,,vrml
manufacturing,,,,html
manufacturing,,,,owl
manufacturing,,,,add
manufacturing,,,,flat file
manufacturing,,,,ms word
manufacturing,,,,tiff
manufacturing,,,,rdf
life cycle simulation,express application,,,
life cycle simulation,ug,,,
life cycle simulation,git,,,
life cycle simulation,aaa,,,
life cycle simulation,web server,,,
life cycle simulation,fortran application,,,
life cycle simulation,matlab,,,
life cycle simulation,multi-agent collaborative system,,,
life cycle simulation,triple store,,,
life cycle simulation,ideas,,,
life cycle simulation,api,,,
life cycle simulation,google,,,
life cycle simulation,pest,,,
life cycle simulation,web-based decision tool,,,
life cycle simulation,java application,,,
life cycle simulation,catia,,,
life cycle simulation,learning tools,,,
life cycle simulation,file server,,,
life cycle simulation,tr,,,
life cycle simulation,product data management system,,,
life cycle simulation,protégé,,,
life cycle simulation,excel,,,
life cycle simulation,share point,,,
life cycle simulation,eclipse,,,
life cycle simulation,sas,,,
life cycle simulation,solidworks,,,
life cycle simulation, engineering java programming,,,
life cycle simulation,outlook,,,
life cycle simulation,access,,,
life cycle simulation,visualization package,,,
life cycle simulation,wikipedia,,,
life cycle simulation,ke-chain,,,
life cycle simulation,expert systems,,,
life cycle simulation,rce,,,
life cycle simulation,python application,,,
life cycle simulation,flops,,,
life cycle simulation,workflow systems,,,
life cycle simulation,data mining,,,
life cycle simulation,word,,,
life cycle simulation,cloud visualization,,,
life cycle simulation,cad programming interface,,,
life cycle simulation,,forms,,
life cycle simulation,,audio,,
life cycle simulation,,live video,,
life cycle simulation,,quantity,,
life cycle simulation,,tools needed,,
life cycle simulation,,sysml model,,
life cycle simulation,,business logic,,
life cycle simulation,,system definition,,
life cycle simulation,,material,,
life cycle simulation,,external web page,,
life cycle simulation,,tooling parts,,
life cycle simulation,,measurement data,,
life cycle simulation,,design parts,,
life cycle simulation,,description,,
life cycle simulation,,object definitions,,
life cycle simulation,,documents,,
life cycle simulation,,taxonomy,,
life cycle simulation,,bom,,
life cycle simulation,,implicit geometry,,
life cycle simulation,,explicit geometry,,
life cycle simulation,,metadata,,
life cycle simulation,,ontology,,
life cycle simulation,,section description,,
life cycle simulation,,process definitions,,
life cycle simulation,,manufacturing method,,
